tweet_text,cyberbullying_type
usual muslin muslim liar making religion barbarity murder hatred sexism blocked,religion
oh know china cruel everybody fit oversize bully really bad,age
judge math made prison rape joke gay man usually watch show definitely rape joke,gender
want outfit cute eyes sparkle,not_cyberbullying
philippines president rape gay disease xenophobic racist people everywhere whatever wear all blame oh,gender
thirsty like idiot,religion
got lot remember one point wanting go middle name high school suddenly thinking cool roman brandy brady days,age
joke rape twitter somebody teen idol gay tell die naked river never rape,gender
wait disgusting act tattoo misogyny,gender
dream nightmare two high school 15 years ago to brain,age
stop acting like high school bully challenge,age
subject world years terrorism,religion
see rape colors,gender
muslin muslim aka mode land stand chance treatment current bop regime write book psyche destroy secular foundation even so sc half ass,religion
salt it mad it mad though it fuck mama dumb ass nigger,ethnicity
must say sher gorgeous lovely person would happy know,not_cyberbullying
filthy murdered jewfish jewish past fuck,religion
honest high school so,age
senator no nc please act getting back school school choice voter id mail voting police speak us president crap quit letting bully run washington washington,age
coming scum bag religious bigotry,religion
hate dumb fuck,ethnicity
really hate people even know shit global muslin muslim politics jump conspiracy saying even fairly tales foreign writer make time read gon na die,religion
different high school experience thankfully school culture school progressive matriculant would shame older trying date younger lonely people would invite someone become outcast,age
bully middle school probably even potential future hero admitted knowing violent ways conflict resolution even better good mom doormat,age
would want help demo demi support stop bullying video asking it 3,not_cyberbullying
hah alright thanks avid david,not_cyberbullying
said 1 reportage echo due a na sore bullying e eu tenno we se vela i vi de longe,not_cyberbullying
god fuck straight men constantly making rape acting gay,gender
running 3 hours sleep bet ass watching episode right still wed first one holy cow,ethnicity
allay allah anyone video two australia australian saying muslin muslim slam islam idiot please send,religion
mostly remember high school accidentally bumping popular girl lunch line mad she shi w got first love great times,age
nigger track draco grimy needs dumb cut gave many,ethnicity
stop saying dumb pretty need pretty face pull,gender
work working bullying es esp regard disability,not_cyberbullying
ugh killer boring spreading ana dna table unhygienic and gross,gender
true muslin muslim like wood ibrahim ibrahim hafiz saved fatal guru nasal same ply talk peace humanity want kill non jihad whole world seen terrorist,religion
mean straight white christian woman america like thing ever right,religion
of ok old school s instar page i found stupid former creepy teacher always trying talk middle school really unreal nightmare loll,age
slam islam also foul,religion
yep girl high school and yes still bully day,age
wait many police many police violent like bully getting caught school crying victim,age
liberal economically say is bs sometimes economically left realize of and c cl want labor labour radical support economic program ad work,religion
well say pissed result would understatement confident handle long cook,not_cyberbullying
mad it fuck mama dumb ass nigger loo salt,ethnicity
feeling ill nap annoying still feeling ill hour later worse,not_cyberbullying
homecoming hair would definitely high school day yes kill,age
support death penalty murder leaving christiania christianity,not_cyberbullying
man to damn coon ass night nigga damn commercial,ethnicity
good christian woman part religious right yet false lord savior grandma god rest soul false hood use word sinful,religion
way want buy i school would bully sad,age
listen gay we bach afghan muslin muslim stand india indian muslin muslim mode brainless also manliness please go check india indian never give keep fighting afghan help,religion
good night little star,not_cyberbullying
kat fuck home,gender
picked derrick mason bully,not_cyberbullying
knew girl high school got wearing cat tail everywhere,age
